respondent_id,A1_zone,A2_business_type,A3_years_operating,A4_daily_revenue,A5_employees,A6_bank_account,A7_mobile_wallet,A8_smartphone,B1a_qr_display,B1b_qr_registered,B2_provider,B3_daily_customers,B4_no_qr_situation,B5_received_digital,B6_inspected,C1_cashless_kp_awareness,C2_mandate_awareness,C3_safe_harbour_aware,C4_tax_burden_belief,C5_payment_trust,C6_record_fear,C7_training_received,C8_would_register_if_no_tax,C9_dispute_resolution_aware,D1_no_smartphone,D2_internet_unreliable,D3_dont_know_how,D4_process_complex,D5_fees_high,D6_customers_prefer_cash,D7_audit_fear,D8_distrust_safety,D9_amounts_too_small,D10_no_peer_pressure,D11_customer_demand_est,D12_peer_will_register,E1_willingness,E2_pref_1,E2_pref_2,E3_paymir_awareness,E4_cash_incentive_effect,E5_trusted_info_source,E6_followup_consent,F1_open_ended,B1b_registered_binary,vendor_food,has_bank_account,has_mobile_wallet,has_smartphone
KHT-0214,2,2,3,4,3,2,3,1,0,,,,4.0,1,2,2,1,0,3,4,1,3,3,0,1,3,4,2,3,2,2,3,2,2,1,3,2,7,2,3,1,7,1,Mere grahak cash hi dete hain,0,0,0,0,1
KHT-0215,3,1,3,3,1,3,3,2,0,,,,3.0,3,2,3,2,0,1,2,1,2,1,0,2,3,3,2,3,4,2,4,1,2,1,5,1,2,6,3,2,5,2,Sab log cash mein karte hain toh main kyun badulon?,0,1,0,0,0
KHT-0216,3,5,3,4,1,3,1,1,1,2.0,2.0,1.0,,3,2,2,2,1,3,3,3,4,2,0,3,2,1,3,2,3,3,2,2,3,6,3,1,4,2,3,2,1,1,Internet sahi nahi hota yahan,0,0,0,1,1
KHT-0217,1,2,2,3,2,3,1,2,1,1.0,4.0,3.0,,2,2,3,3,0,1,1,1,4,3,1,3,4,3,5,3,2,3,2,3,2,2,5,1,3,5,2,2,6,1,Paisa account mein aata hai toh KPRA dekh leta hai,1,0,0,1,0
KHT-0218,1,2,3,3,2,2,1,1,1,2.0,3.0,2.0,,3,1,2,2,0,3,4,2,4,2,0,1,3,4,4,2,3,2,3,2,3,2,5,1,6,1,3,1,2,1,Hamari dukan chhoti hai digital ki zaroorat nahi,0,0,0,1,1
KHT-0219,1,6,3,2,2,3,1,2,1,1.0,3.0,2.0,,2,1,3,2,0,1,4,2,4,1,0,2,3,3,2,3,3,4,2,1,1,0,3,1,7,1,3,1,1,1,Internet sahi nahi hota yahan,1,0,0,1,0
KHT-0220,2,6,4,2,5,3,3,1,0,,,,1.0,1,2,2,2,0,1,3,2,4,1,0,3,2,3,3,3,3,5,3,3,5,2,5,1,6,1,3,4,3,2,Darr hai ke FBR aa jaye ga,0,0,0,0,1
KHT-0221,2,1,4,2,1,1,1,1,1,2.0,2.0,1.0,,2,2,3,2,1,1,2,3,4,5,0,1,3,4,4,3,2,2,5,1,2,5,4,2,2,4,3,3,6,1,Internet sahi nahi hota yahan,0,1,1,1,1
KHT-0222,3,4,1,2,2,1,1,1,1,1.0,2.0,3.0,,3,2,3,2,1,1,4,3,4,2,0,3,2,3,4,1,4,3,4,3,4,3,5,5,5,4,3,4,2,2,Registration ka tareeqa bohat mushkil lagta hai,1,0,1,1,1
KHT-0223,2,5,3,4,4,1,3,3,1,2.0,2.0,3.0,,1,2,3,2,1,1,3,2,4,1,0,3,1,2,3,4,4,1,4,4,2,0,4,4,4,5,3,1,2,1,Paisa account mein aata hai toh KPRA dekh leta hai,0,0,1,0,0
KHT-0224,1,5,3,2,2,1,3,1,1,1.0,1.0,3.0,,1,1,3,3,0,3,2,1,4,1,0,1,2,2,2,4,3,4,1,2,3,3,4,2,4,3,2,2,2,2,Mere grahak cash hi dete hain,1,0,1,0,1
KHT-0225,2,2,1,3,2,2,1,2,0,,,,3.0,1,1,1,2,0,4,3,1,4,1,0,1,2,4,4,3,3,3,2,2,3,3,2,2,7,3,3,5,2,1,Jab safe harbour ka pata chala to main ne register kar liya,0,0,0,1,0
KHT-0226,1,1,2,2,2,1,3,2,1,1.0,3.0,3.0,,3,1,3,3,1,3,5,3,4,4,1,1,3,3,2,5,2,2,3,3,4,4,5,2,3,7,3,5,4,1,Paisa account mein aata hai toh KPRA dekh leta hai,1,1,1,0,0
KHT-0227,2,1,4,2,2,1,2,2,0,,,,2.0,2,2,1,3,0,1,2,1,3,2,1,3,1,2,2,2,4,3,3,4,3,1,5,1,7,6,3,1,1,2,Darr hai ke FBR aa jaye ga,0,1,1,0,0
KHT-0228,2,3,3,1,1,3,3,1,0,,,,3.0,3,2,3,2,0,2,2,1,4,1,0,1,2,4,2,3,3,3,2,1,3,4,5,2,4,5,2,2,5,1,Darr hai ke FBR aa jaye ga,0,0,0,0,1
KHT-0229,3,1,3,3,3,3,3,1,0,,,,4.0,3,2,3,2,0,2,1,1,4,5,0,1,3,2,5,3,3,4,2,3,1,2,4,3,1,6,3,3,4,1,Jab safe harbour ka pata chala to main ne register kar liya,0,1,0,0,1
KHT-0230,3,3,3,1,3,3,2,1,0,,,,4.0,3,2,3,3,0,3,2,1,4,1,0,1,3,2,4,4,2,5,1,4,3,1,3,1,2,4,3,5,6,1,Mujhe pata nahi tha ke kaise register karein,0,0,0,0,1
KHT-0231,3,1,3,2,1,1,3,1,0,,,,3.0,3,1,2,2,0,2,2,1,3,1,0,4,4,2,4,3,2,2,3,3,1,1,4,2,4,3,3,2,7,2,Hamari dukan chhoti hai digital ki zaroorat nahi,0,1,1,0,1
KHT-0232,3,1,3,2,5,3,2,2,0,,,,3.0,1,2,2,1,0,1,4,2,4,1,0,2,2,3,1,1,2,4,3,3,2,4,5,1,2,3,3,2,1,1,Mujhe pata nahi tha ke kaise register karein,0,1,0,0,0
KHT-0233,1,3,3,1,3,1,3,2,0,,,,3.0,3,2,3,1,0,1,5,3,4,2,0,2,2,2,3,2,4,1,3,1,2,3,3,2,4,2,3,1,1,2,Jab safe harbour ka pata chala to main ne register kar liya,0,0,1,0,0
KHT-0234,2,3,2,3,1,3,1,2,0,,,,3.0,1,2,2,2,1,2,1,1,3,4,0,3,3,2,3,3,4,3,2,2,5,4,3,3,7,4,2,3,3,1,Fees zyada hain wallets ki,0,0,0,1,0
KHT-0235,3,3,3,4,1,3,3,2,0,,,,2.0,2,1,2,2,0,1,3,1,4,3,0,4,1,2,3,2,2,5,2,2,3,4,3,1,2,7,2,4,4,1,Sab log cash mein karte hain toh main kyun badulon?,0,0,0,0,0
KHT-0236,2,1,3,3,3,1,3,2,0,,,,3.0,1,2,3,2,0,2,1,1,4,5,0,2,2,2,2,2,4,3,5,4,4,4,3,3,2,1,2,1,1,2,Paisa account mein aata hai toh KPRA dekh leta hai,0,1,1,0,0
KHT-0237,3,1,2,2,1,3,1,1,0,,,,3.0,2,2,2,1,1,3,2,2,2,3,0,2,2,2,3,2,4,2,1,2,1,5,1,5,7,6,3,2,6,1,Registration ka tareeqa bohat mushkil lagta hai,0,1,0,1,1
KHT-0238,1,3,4,2,1,3,1,1,0,,,,1.0,2,2,3,2,0,1,2,1,4,3,0,2,2,2,3,1,3,2,2,1,3,6,5,3,1,6,3,2,2,2,Mere grahak cash hi dete hain,0,0,0,1,1
KHT-0239,3,1,2,3,3,2,3,1,1,2.0,3.0,3.0,,2,2,3,2,0,1,4,2,3,4,0,1,3,2,4,1,3,3,4,3,3,6,4,3,7,2,3,1,4,2,Sab log cash mein karte hain toh main kyun badulon?,0,1,0,0,1
KHT-0240,1,2,3,1,5,1,1,1,1,2.0,3.0,4.0,,3,2,2,1,0,2,3,2,4,3,0,1,1,4,4,4,4,5,3,3,1,3,5,2,7,3,2,3,3,1,Darr hai ke FBR aa jaye ga,0,0,1,1,1
KHT-0241,1,1,3,3,2,2,1,1,1,2.0,1.0,2.0,,1,2,2,3,1,3,3,1,4,4,0,2,4,5,4,3,5,1,2,3,2,6,4,3,7,5,3,3,6,2,Fees zyada hain wallets ki,0,1,0,1,1
KHT-0242,3,1,2,3,2,3,3,1,0,,,,3.0,3,1,3,3,0,3,1,1,4,1,0,2,3,4,4,5,3,4,2,3,3,6,4,3,2,1,2,1,2,2,Sab log cash mein karte hain toh main kyun badulon?,0,1,0,0,1
KHT-0243,3,6,2,3,2,1,1,2,1,2.0,2.0,1.0,,3,2,3,2,0,1,2,3,4,2,0,2,1,3,3,1,5,3,2,3,5,5,3,3,6,1,3,1,1,1,Hamari dukan chhoti hai digital ki zaroorat nahi,0,0,1,1,0
KHT-0244,1,6,3,3,5,3,3,1,1,1.0,2.0,2.0,,1,2,3,2,1,1,3,1,4,1,1,2,2,3,2,3,1,1,2,2,3,2,2,3,6,4,3,1,2,1,Mere grahak cash hi dete hain,1,0,0,0,1
KHT-0245,3,1,1,4,1,3,3,1,0,,,,3.0,1,2,3,3,0,1,3,2,4,2,0,1,1,3,3,3,4,3,2,1,2,0,2,2,6,3,3,4,4,2,Hamari dukan chhoti hai digital ki zaroorat nahi,0,1,0,0,1
KHT-0246,1,3,4,2,5,1,1,1,0,,,,3.0,3,1,3,2,1,3,4,2,3,1,0,1,2,3,3,2,1,3,2,3,3,0,4,4,6,7,2,5,6,2,Mujhe pata nahi tha ke kaise register karein,0,0,1,1,1
KHT-0247,3,4,2,2,4,3,2,1,0,,,,3.0,3,1,3,3,0,1,2,3,3,1,1,1,2,3,4,5,3,3,4,2,1,3,3,2,3,5,1,1,6,1,Internet sahi nahi hota yahan,0,0,0,0,1
KHT-0248,1,3,4,1,1,2,3,1,0,,,,1.0,2,2,2,2,0,2,3,1,4,2,0,1,3,3,3,3,3,3,3,2,1,4,4,1,6,4,3,4,5,1,Mere grahak cash hi dete hain,0,0,0,0,1
KHT-0249,1,1,1,2,1,1,1,2,1,1.0,2.0,1.0,,3,1,3,2,0,2,2,1,4,3,0,2,1,3,2,3,2,3,2,1,4,1,1,3,5,1,3,3,6,2,Sab log cash mein karte hain toh main kyun badulon?,1,1,1,1,0
KHT-0250,3,4,1,1,1,2,3,1,0,,,,3.0,2,2,2,2,0,2,2,3,4,1,0,2,2,3,4,2,2,3,4,1,3,2,3,2,5,7,3,1,2,1,Sab log cash mein karte hain toh main kyun badulon?,0,0,0,0,1
KHT-0251,2,2,2,3,1,3,3,2,0,,,,2.0,1,2,3,1,0,1,1,3,4,1,0,2,2,2,3,4,3,2,1,1,3,3,4,1,2,5,3,2,7,2,Fees zyada hain wallets ki,0,0,0,0,0
KHT-0252,2,1,3,1,1,2,3,3,0,,,,4.0,2,2,3,2,0,2,2,1,3,1,0,1,1,2,3,2,4,3,4,2,5,1,3,1,6,3,1,5,3,2,Paisa account mein aata hai toh KPRA dekh leta hai,0,1,0,0,0
KHT-0253,2,3,2,3,1,2,3,2,0,,,,3.0,3,2,3,2,0,1,1,2,2,1,0,3,4,4,3,3,4,2,1,3,2,2,4,2,5,3,1,3,6,1,Jab safe harbour ka pata chala to main ne register kar liya,0,0,0,0,0
KHT-0254,2,3,1,1,2,3,3,1,0,,,,3.0,1,2,3,3,0,1,2,1,3,1,0,1,2,2,3,2,3,3,2,2,4,0,1,1,6,2,3,1,5,1,Mujhe pata nahi tha ke kaise register karein,0,0,0,0,1
KHT-0255,1,5,2,3,1,3,1,1,1,3.0,2.0,4.0,,3,2,2,2,0,1,3,1,4,1,1,1,4,3,3,1,1,3,3,3,2,3,5,2,1,7,2,4,3,1,Hamari dukan chhoti hai digital ki zaroorat nahi,0,0,0,1,1
KHT-0256,2,1,2,2,3,3,2,1,0,,,,3.0,2,2,3,1,0,1,2,1,2,1,0,1,2,1,4,2,3,5,4,3,3,2,3,2,6,2,3,3,5,1,Jab safe harbour ka pata chala to main ne register kar liya,0,1,0,0,1
KHT-0257,1,5,3,3,1,2,3,1,1,2.0,3.0,4.0,,3,2,1,2,0,1,2,1,2,2,0,2,2,2,3,4,4,3,3,3,2,0,2,1,5,2,3,2,5,1,Sab log cash mein karte hain toh main kyun badulon?,0,0,0,0,1
KHT-0258,3,1,4,1,3,3,2,1,0,,,,4.0,2,2,3,2,0,1,3,3,4,5,0,1,2,3,4,3,3,4,3,2,2,3,4,1,4,2,3,5,1,2,Jab safe harbour ka pata chala to main ne register kar liya,0,1,0,0,1
KHT-0259,1,5,3,2,3,2,1,1,1,2.0,3.0,3.0,,3,2,3,1,0,1,1,2,3,1,0,1,4,2,3,2,2,3,5,3,3,1,4,1,5,2,3,2,2,1,Darr hai ke FBR aa jaye ga,0,0,0,1,1
KHT-0260,3,3,3,1,5,3,3,1,0,,,,4.0,3,2,3,2,0,1,2,1,4,2,0,1,4,3,2,3,4,4,2,1,1,2,3,3,4,3,2,1,2,2,Darr hai ke FBR aa jaye ga,0,0,0,0,1
KHT-0261,1,5,4,2,2,3,1,1,0,,,,4.0,3,2,3,2,0,3,1,1,4,2,1,2,2,2,4,4,3,2,3,2,3,1,2,2,4,7,3,3,6,1,Fees zyada hain wallets ki,0,0,0,1,1
KHT-0262,2,1,3,2,2,3,1,1,1,1.0,1.0,1.0,,3,2,3,2,0,2,2,1,4,5,0,2,4,3,3,3,2,3,3,2,2,2,4,1,3,5,3,1,5,1,Mujhe pata nahi tha ke kaise register karein,1,1,0,1,1
KHT-0263,2,2,4,2,4,3,1,2,1,2.0,3.0,2.0,,2,2,3,3,1,1,3,3,2,1,0,1,4,2,5,1,3,4,2,2,2,2,5,1,6,4,2,2,2,1,Paisa account mein aata hai toh KPRA dekh leta hai,0,0,0,1,0
KHT-0264,3,5,1,1,2,1,3,1,0,,,,2.0,2,2,3,2,0,3,2,2,4,3,0,3,1,4,4,2,3,3,1,2,4,4,5,2,3,1,3,1,3,2,Jab safe harbour ka pata chala to main ne register kar liya,0,0,1,0,1
KHT-0265,1,4,4,3,1,3,1,2,0,,,,2.0,3,2,3,2,0,1,3,1,4,3,0,3,3,3,3,1,4,3,3,3,2,1,4,2,4,6,3,2,2,1,Mere grahak cash hi dete hain,0,0,0,1,0
KHT-0266,2,5,1,4,3,3,3,1,0,,,,4.0,2,1,2,2,0,3,3,3,3,3,1,3,3,2,3,1,1,4,2,2,4,5,4,4,2,5,3,5,4,2,Jab safe harbour ka pata chala to main ne register kar liya,0,0,0,0,1
KHT-0267,3,1,3,3,3,1,1,1,0,,,,4.0,3,2,2,3,0,2,2,3,4,4,0,2,1,3,2,2,4,3,3,4,3,4,3,2,1,7,3,2,4,2,Paisa account mein aata hai toh KPRA dekh leta hai,0,1,1,1,1
KHT-0268,1,1,4,3,2,1,3,2,0,,,,3.0,3,2,3,2,0,2,3,3,4,2,0,2,3,3,2,2,1,1,2,5,5,1,2,1,1,6,3,2,7,2,Internet sahi nahi hota yahan,0,1,1,0,0
KHT-0269,1,5,4,3,1,3,3,1,0,,,,3.0,3,2,2,3,0,2,3,2,4,2,0,1,3,4,4,3,4,4,4,2,3,4,4,1,7,2,3,2,6,2,Fees zyada hain wallets ki,0,0,0,0,1
KHT-0270,1,4,2,3,3,3,2,1,1,1.0,2.0,4.0,,2,2,3,1,1,2,2,2,4,1,0,1,2,3,3,2,3,5,5,1,2,1,3,2,4,6,3,3,5,1,Mere grahak cash hi dete hain,1,0,0,0,1
KHT-0271,3,2,4,3,2,3,3,1,0,,,,3.0,2,1,3,1,0,1,2,3,2,3,0,1,3,3,4,4,5,3,2,1,3,3,4,2,3,6,3,4,5,2,Registration ka tareeqa bohat mushkil lagta hai,0,0,0,0,1
KHT-0272,1,6,2,2,1,1,3,1,1,1.0,5.0,3.0,,3,2,3,2,1,4,3,1,1,1,0,1,2,4,3,3,3,5,3,3,2,3,5,2,2,7,3,1,7,2,Mujhe pata nahi tha ke kaise register karein,1,0,1,0,1
KHT-0273,2,1,4,3,3,1,3,2,0,,,,3.0,3,2,3,3,0,2,2,1,4,1,0,2,2,3,3,3,2,2,3,1,2,1,2,4,7,6,3,1,1,1,Mujhe pata nahi tha ke kaise register karein,0,1,1,0,0
KHT-0274,2,3,4,1,2,3,2,1,1,1.0,4.0,2.0,,3,2,3,2,1,4,4,3,3,3,0,3,2,1,4,4,5,3,4,2,1,4,5,2,3,5,3,1,4,1,Sab log cash mein karte hain toh main kyun badulon?,1,0,0,0,1
KHT-0275,2,2,4,1,1,2,1,1,0,,,,3.0,2,2,3,2,0,2,3,1,4,1,0,2,3,4,2,2,5,3,3,2,4,5,4,2,5,1,2,5,7,1,Sab log cash mein karte hain toh main kyun badulon?,0,0,0,1,1
KHT-0276,1,5,2,1,2,2,3,2,0,,,,3.0,3,2,3,3,0,2,2,1,4,1,0,2,1,2,3,4,4,5,3,3,1,3,3,1,4,7,3,3,1,2,Mujhe pata nahi tha ke kaise register karein,0,0,0,0,0
KHT-0277,3,3,4,2,2,1,1,1,0,,,,3.0,2,2,2,2,1,1,3,4,2,2,0,1,2,2,3,1,3,3,3,3,5,7,4,3,3,1,3,1,6,2,Jab safe harbour ka pata chala to main ne register kar liya,0,0,1,1,1
KHT-0278,3,1,2,1,5,1,1,2,0,,,,3.0,2,2,2,2,0,1,2,2,4,1,0,1,1,1,2,1,3,5,1,2,5,3,4,2,2,7,3,3,3,1,Jab safe harbour ka pata chala to main ne register kar liya,0,1,1,1,0
KHT-0279,1,1,1,3,2,3,3,2,0,,,,4.0,3,2,1,2,1,1,4,1,2,1,0,2,2,4,2,3,4,1,2,2,3,6,3,2,1,5,1,3,2,2,Mere grahak cash hi dete hain,0,1,0,0,0
KHT-0280,2,5,4,2,1,3,1,1,1,2.0,1.0,2.0,,2,2,2,3,0,1,1,1,4,2,0,2,3,4,3,3,5,3,2,1,5,6,4,1,4,5,3,1,6,1,Paisa account mein aata hai toh KPRA dekh leta hai,0,0,0,1,1
KHT-0281,1,1,2,3,1,1,3,1,1,1.0,2.0,2.0,,3,2,2,2,1,2,2,1,4,1,0,1,2,4,3,4,3,3,1,2,3,6,2,3,6,7,3,1,1,2,Jab safe harbour ka pata chala to main ne register kar liya,1,1,1,0,1
KHT-0282,1,1,3,1,3,3,3,1,0,,,,4.0,2,2,3,2,1,2,2,1,4,1,0,2,4,1,5,1,2,2,4,3,3,2,4,4,1,4,3,5,3,2,Fees zyada hain wallets ki,0,1,0,0,1
KHT-0283,3,1,2,1,2,3,2,2,0,,,,3.0,3,2,3,2,1,1,3,4,4,3,0,1,3,2,4,1,4,2,2,1,2,6,4,3,1,5,1,2,2,2,Darr hai ke FBR aa jaye ga,0,1,0,0,0
KHT-0284,3,1,2,1,1,1,3,1,0,,,,3.0,3,2,2,3,0,2,1,2,3,1,0,1,2,1,2,2,2,4,2,1,2,4,4,4,7,3,3,2,5,2,Sab log cash mein karte hain toh main kyun badulon?,0,1,1,0,1
KHT-0285,1,3,2,3,1,3,3,1,1,1.0,3.0,3.0,,3,2,3,2,0,2,2,2,1,1,0,2,2,1,3,2,2,2,4,1,2,3,4,2,2,5,2,1,3,2,Hamari dukan chhoti hai digital ki zaroorat nahi,1,0,0,0,1
KHT-0286,3,3,4,3,1,3,1,1,1,1.0,2.0,1.0,,3,2,3,1,1,1,3,3,4,3,0,3,2,2,2,4,3,2,4,3,2,1,5,3,2,7,3,4,6,2,Mujhe pata nahi tha ke kaise register karein,1,0,0,1,1
KHT-0287,2,4,3,2,5,1,2,2,1,1.0,2.0,3.0,,3,1,3,2,0,2,1,1,3,2,0,3,3,3,2,4,4,3,2,4,3,3,3,2,3,2,1,2,3,2,Darr hai ke FBR aa jaye ga,1,0,1,0,0
KHT-0288,1,3,3,3,2,1,3,1,0,,,,2.0,3,2,3,1,0,3,3,3,3,1,0,2,2,4,3,2,5,3,2,1,4,6,5,4,1,4,3,1,1,1,Hamari dukan chhoti hai digital ki zaroorat nahi,0,0,1,0,1
KHT-0289,3,2,4,3,2,1,2,1,1,1.0,1.0,2.0,,3,2,2,3,0,2,3,2,4,4,0,2,2,5,3,3,4,3,3,2,2,3,3,4,2,5,3,2,7,2,Fees zyada hain wallets ki,1,0,1,0,1
KHT-0290,3,5,2,2,1,3,1,1,1,2.0,3.0,1.0,,3,2,3,1,1,1,2,1,4,5,0,1,4,2,3,3,4,3,2,2,3,3,5,4,3,5,2,1,6,2,Registration ka tareeqa bohat mushkil lagta hai,0,0,0,1,1
KHT-0291,3,2,3,4,4,3,1,3,0,,,,3.0,3,2,3,3,0,2,2,1,4,2,0,3,2,2,2,3,3,4,3,2,2,1,4,4,2,3,3,1,4,1,Mujhe pata nahi tha ke kaise register karein,0,0,0,1,0
KHT-0292,2,5,2,1,5,3,3,2,1,2.0,2.0,2.0,,2,2,2,2,1,2,2,2,4,3,1,3,4,5,2,2,4,2,3,2,2,7,2,3,3,4,2,5,5,2,Mujhe pata nahi tha ke kaise register karein,0,0,0,0,0
KHT-0293,1,5,2,1,3,1,2,2,0,,,,3.0,2,1,3,1,1,1,2,2,4,5,1,2,2,3,4,5,4,3,4,3,4,5,1,3,4,5,3,2,4,1,Paisa account mein aata hai toh KPRA dekh leta hai,0,0,1,0,0
KHT-0294,2,5,2,2,4,2,3,2,0,,,,2.0,3,2,1,1,0,1,2,2,4,2,1,3,2,2,2,2,4,3,3,4,4,0,5,2,2,4,3,1,5,2,Mujhe pata nahi tha ke kaise register karein,0,0,0,0,0
KHT-0295,1,2,1,2,5,2,3,1,1,2.0,4.0,2.0,,3,2,3,2,1,1,3,2,3,1,0,4,3,2,2,4,2,3,2,2,1,6,4,1,7,1,1,2,4,2,Internet sahi nahi hota yahan,0,0,0,0,1
KHT-0296,1,3,2,2,3,1,2,1,0,,,,2.0,3,2,3,2,0,1,1,2,3,1,0,1,3,2,3,4,3,3,3,1,3,3,2,3,5,6,3,1,7,2,Mujhe pata nahi tha ke kaise register karein,0,0,1,0,1
KHT-0297,2,4,1,3,3,1,3,1,0,,,,2.0,3,1,1,2,0,2,1,2,4,1,0,2,4,2,3,2,3,4,2,3,3,7,3,2,2,3,2,3,1,1,Mujhe pata nahi tha ke kaise register karein,0,0,1,0,1
KHT-0298,2,1,1,1,1,2,3,2,0,,,,3.0,3,2,3,2,0,1,2,1,4,4,0,1,2,2,1,2,4,3,4,3,3,6,1,2,3,7,3,4,2,1,Jab safe harbour ka pata chala to main ne register kar liya,0,1,0,0,0
KHT-0299,3,6,3,1,5,3,3,1,0,,,,4.0,3,2,3,2,0,2,3,2,4,1,1,2,4,3,2,3,4,2,1,3,4,0,4,1,1,2,3,1,2,1,Mujhe pata nahi tha ke kaise register karein,0,0,0,0,1
KHT-0300,3,2,4,3,2,3,1,3,0,,,,2.0,3,2,3,3,0,1,3,1,3,2,0,2,1,1,3,3,1,3,1,3,3,4,5,2,3,4,3,1,4,2,Paisa account mein aata hai toh KPRA dekh leta hai,0,0,0,1,0
